question,answer,predicted_answer,relation,correct
"In: Question: 
Is the  gray sphere behind the  gray metal cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  gray sphere to the right of the  yellow sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  yellow sphere to the left of the  cyan rubber cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the  cyan rubber cube behind the  gray metal cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  green rubber sphere behind the  cyan cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  gray cube to the left of the  green rubber sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the  rubber sphere to the left of the  yellow rubber cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the  yellow rubber cube behind the cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large red metal cylinder in front of the small green metal sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small blue rubber cylinder to the right of the small brown metal sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small green metal sphere to the left of the small purple rubber cylinder?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the cube to the right of the small purple rubber cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the cube to the right of the large brown rubber sphere?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the cube in front of the small blue rubber cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small green metal sphere to the left of the small blue rubber cylinder?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the small purple metal cylinder to the left of the  blue metal cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the  purple metal cube to the right of the small blue rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  blue sphere behind the  purple metal cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  blue sphere to the left of the  red rubber cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large cyan rubber cylinder to the left of the  blue cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small gray sphere behind the  cyan cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small gray sphere to the right of the large cyan metal cylinder?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small brown rubber cylinder behind the large cyan metal cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  blue cube to the left of the large green rubber cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large green rubber cylinder behind the large red sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small gray sphere in front of the small brown metal cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the sphere in front of the small yellow metal cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large green metal cube to the right of the small brown rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small gray rubber cylinder in front of the  cyan metal sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small blue metal cylinder behind the large cyan rubber cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large yellow metal cylinder in front of the large red rubber cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small green metal cube to the left of the large green metal cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large red rubber cylinder in front of the  blue rubber sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  cyan metal sphere in front of the small gray rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  purple metal sphere to the left of the large green cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large green rubber cylinder in front of the large green metal cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  brown rubber sphere in front of the large green rubber cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  brown rubber sphere to the left of the large green cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large blue rubber cylinder to the left of the  red metal cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small red rubber cylinder to the left of the small yellow metal cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small brown cylinder to the left of the small purple cylinder?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the small purple cylinder to the left of the small brown sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large blue cylinder in front of the small brown cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small brown cylinder to the right of the small gray cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  brown rubber cube to the left of the  cyan rubber cube?Answer:
Out:",Yes,no,left,False
"In: Question: 
Is the small gray cylinder to the right of the small brown cylinder?Answer:
Out:",No,no,right,True
"In: Question: 
Is the  red metal cube to the left of the  brown metal cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the  red metal cube in front of the large cyan rubber sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large cyan rubber sphere to the left of the  brown rubber cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small yellow rubber cylinder behind the large blue rubber cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large blue rubber cylinder to the left of the large purple rubber cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small yellow rubber cylinder in front of the large purple rubber cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large green metal cube behind the small blue rubber cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large green cylinder to the right of the large blue cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  brown metal sphere to the right of the large green cylinder?Answer:
Out:",No,no,right,True
"In: Question: 
Is the  cyan metal sphere in front of the large green cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large purple cylinder in front of the large green cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  purple rubber sphere in front of the small cyan cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small cyan cylinder to the left of the small red rubber cube?Answer:
Out:",Yes,no,left,False
"In: Question: 
Is the large green cylinder behind the small cyan cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small brown cylinder to the left of the  purple rubber sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large green metal cube to the left of the small brown cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large red cylinder behind the small cyan cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large gray metal cube behind the small gray rubber sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large purple rubber cube to the left of the small gray rubber sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the cylinder behind the small red metal cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large gray metal cube in front of the cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small red metal cube to the left of the cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the  red cylinder in front of the small yellow sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  red cylinder in front of the large green sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small yellow sphere behind the small purple sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  blue cylinder to the right of the  red cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  gray rubber cube behind the  blue metal cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small purple sphere behind the cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  blue metal cube to the right of the large blue sphere?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small yellow sphere to the left of the cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small cyan metal cylinder in front of the large yellow rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large green sphere to the left of the small cyan metal cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large yellow rubber cylinder to the left of the small yellow cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large cyan cube to the left of the large blue sphere?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the large brown metal cube behind the sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small brown metal cube in front of the small yellow metal cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small yellow rubber cylinder to the right of the small brown sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small brown sphere to the left of the small yellow rubber cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small brown sphere in front of the small brown metal cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small brown metal cylinder in front of the large brown metal cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small green rubber cube to the right of the small brown metal cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small brown sphere behind the small brown metal cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small red metal cube to the right of the sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  red rubber sphere to the left of the large cyan rubber cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small yellow rubber sphere to the left of the small brown cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small brown metal cube in front of the large yellow metal sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large red rubber cube behind the large green cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large green cylinder in front of the large red rubber cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small red metal sphere in front of the small red rubber sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small red rubber sphere in front of the small red metal sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large green rubber sphere behind the small green rubber sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small brown metal cylinder to the left of the small red metal sphere?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the small purple rubber cylinder behind the large purple metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large brown rubber cylinder to the left of the cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large rubber sphere in front of the small brown metal cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the cube behind the small gray metal cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small purple rubber sphere to the right of the small blue metal sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  yellow cube to the right of the small red metal sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large gray metal sphere behind the large purple rubber sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small red rubber sphere to the right of the small yellow rubber sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large purple rubber sphere to the right of the small yellow rubber sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  green cube in front of the large purple metal cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small red rubber sphere to the right of the large purple metal cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  green cube behind the  yellow cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  yellow rubber cube in front of the  green metal cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  yellow rubber cube to the right of the sphere?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small cyan rubber cube in front of the small purple metal sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small purple metal sphere to the left of the large gray cylinder?Answer:
Out:",No,yes,left,False
