question,answer,predicted_answer,relation,correct
"Question: <image>
Is the number of brown shiny cubes to the left of the green cylinder the same as the number of blue cylinders?Answer:",no,no,left,True
"Question: <image>
What number of objects are either blue rubber things or cubes in front of the big blue matte cylinder?Answer:",2,2,in front of,True
"Question: <image>
Is the material of the tiny object the same as the brown cylinder in front of the small metallic thing?Answer:",no,no,in front of,True
"Question: <image>
Is the size of the cube in front of the rubber cube the same as the large blue cylinder?Answer:",yes,yes,in front of,True
"Question: <image>
There is a large shiny thing in front of the green metallic sphere; is its color the same as the matte cube?Answer:",no,no,in front of,True
"Question: <image>
Do the small brown cylinder and the gray ball that is right of the shiny cylinder have the same material?Answer:",no,no,right,True
"Question: <image>
Do the big brown object and the gray thing that is to the left of the small blue cylinder have the same shape?Answer:",no,no,left,True
"Question: <image>
What is the color of the metal block that is on the left side of the blue shiny object on the left side of the matte cylinder?Answer:",gray,gray,left,True
"Question: <image>
Are there fewer small green matte objects left of the small gray cube than tiny shiny cubes left of the green rubber cylinder?Answer:",yes,no,left,False
"Question: <image>
Is the size of the blue metallic sphere the same as the blue matte thing that is left of the tiny green thing?Answer:",no,no,left,True
"Question: <image>
Is the material of the blue cube that is in front of the small brown metallic object the same as the gray sphere?Answer:",yes,no,in front of,False
"Question: <image>
What size is the blue cube in front of the small blue metal object that is in front of the brown object?Answer:",large,small,in front of,False
"Question: <image>
Are there fewer objects in front of the green matte thing than things?Answer:",yes,yes,in front of,True
"Question: <image>
What number of objects are either small rubber things or matte cylinders that are right of the small rubber cylinder?Answer:",3,2,right,False
"Question: <image>
What number of things are objects in front of the green rubber cube or green cylinders?Answer:",5,3,in front of,False
"Question: <image>
What is the size of the green thing in front of the tiny green matte thing?Answer:",small,small,in front of,True
"Question: <image>
There is a big brown thing behind the big red matte block; what material is it?Answer:",rubber,rubber,behind,True
"Question: <image>
Are there the same number of rubber blocks in front of the blue matte cube and large rubber objects?Answer:",no,no,in front of,True
"Question: <image>
Is the number of big green things that are behind the green matte ball the same as the number of brown objects that are behind the big brown metal cube?Answer:",yes,no,behind,False
"Question: <image>
Are there an equal number of big rubber spheres that are on the right side of the large green rubber thing and purple shiny cylinders?Answer:",yes,no,right,False
"Question: <image>
Is the material of the big sphere that is on the left side of the brown block the same as the large brown cube?Answer:",yes,no,left,False
"Question: <image>
Is the number of big blue cubes in front of the small metal cylinder greater than the number of large blue shiny cubes?Answer:",no,no,in front of,True
"Question: <image>
How many things are green things to the right of the small cylinder or large metal things on the right side of the metallic block?Answer:",1,1,right,True
"Question: <image>
How many things are metallic things to the right of the blue object or blue objects?Answer:",3,2,right,False
"Question: <image>
Is the number of tiny green objects that are to the left of the shiny cylinder greater than the number of yellow metal cylinders?Answer:",yes,no,left,False
"Question: <image>
There is a brown thing that is behind the purple cylinder; does it have the same size as the tiny green matte block?Answer:",no,yes,behind,False
"Question: <image>
What color is the tiny object right of the big brown rubber sphere?Answer:",purple,yellow,right,False
"Question: <image>
There is a small object in front of the tiny green matte ball; what shape is it?Answer:",sphere,sphere,in front of,True
"Question: <image>
There is a tiny purple shiny object; what number of small purple spheres are to the right of it?Answer:",0,0,right,True
"Question: <image>
There is a small blue rubber object; is its shape the same as the gray rubber object that is on the left side of the small green object?Answer:",yes,no,left,False
"Question: <image>
The shiny cylinder that is behind the big blue block is what color?Answer:",green,cyan,behind,False
"Question: <image>
There is a rubber object in front of the small green metal object; is there a tiny brown thing that is in front of it?Answer:",no,no,in front of,True
"Question: <image>
There is a metallic object that is to the left of the brown rubber cylinder; is its size the same as the matte object that is left of the yellow object?Answer:",yes,no,left,False
"Question: <image>
Does the brown thing have the same material as the big block behind the large metallic cube?Answer:",yes,no,behind,False
"Question: <image>
Does the small metallic thing have the same color as the object in front of the big rubber thing?Answer:",no,no,in front of,True
"Question: <image>
Is the number of things in front of the brown rubber cylinder less than the number of big blue cylinders?Answer:",no,yes,in front of,False
"Question: <image>
What is the size of the gray rubber object behind the tiny matte block?Answer:",small,small,behind,True
