concept,category,question,label,predicted,correct
bolo_tie,clothing accessory,Is a bolo tie a clothing accessory? Answer only in yes or no.,Yes,yes,True
bolo_tie,musical instrument,Is a bolo tie a musical instrument? Answer only in yes or no.,No,yes,False
bolo_tie,clothing,Is a bolo tie a clothing? Answer only in yes or no.,Yes,yes,True
bolo_tie,condiment,Is a bolo tie a condiment? Answer only in yes or no.,No,no,True
bomb,weapon,Is a bomb a weapon? Answer only in yes or no.,Yes,yes,True
bomb,hardware,Is a bomb a hardware? Answer only in yes or no.,No,yes,False
bongo,musical instrument,Is a bongo a musical instrument? Answer only in yes or no.,Yes,yes,True
bongo,sports equipment,Is a bongo a sports equipment? Answer only in yes or no.,No,no,True
bonnet,headwear,Is a bonnet a headwear? Answer only in yes or no.,Yes,yes,True
bonnet,body part,Is a bonnet a body part? Answer only in yes or no.,No,yes,False
bonnet,clothing accessory,Is a bonnet a clothing accessory? Answer only in yes or no.,Yes,yes,True
bonnet,footwear,Is a bonnet a footwear? Answer only in yes or no.,No,no,True
bonnet,clothing,Is a bonnet a clothing? Answer only in yes or no.,Yes,yes,True
bonnet,watercraft,Is a bonnet a watercraft? Answer only in yes or no.,No,yes,False
bonsai,home decor,Is a bonsai a home decor? Answer only in yes or no.,Yes,yes,True
bonsai,safety equipment,Is a bonsai a safety equipment? Answer only in yes or no.,No,no,True
bonsai,plant,Is a bonsai a plant? Answer only in yes or no.,Yes,yes,True
bonsai,drink,Is a bonsai a drink? Answer only in yes or no.,No,no,True
book,school supply,Is a book a school supply? Answer only in yes or no.,Yes,yes,True
book,weapon,Is a book a weapon? Answer only in yes or no.,No,yes,False
bookshelf,furniture,Is a bookshelf a furniture? Answer only in yes or no.,Yes,yes,True
bookshelf,garden tool,Is a bookshelf a garden tool? Answer only in yes or no.,No,no,True
boomerang,toy,Is a boomerang a toy? Answer only in yes or no.,Yes,yes,True
boomerang,protective clothing,Is a boomerang a protective clothing? Answer only in yes or no.,No,no,True
boomerang,weapon,Is a boomerang a weapon? Answer only in yes or no.,Yes,yes,True
boomerang,school supply,Is a boomerang a school supply? Answer only in yes or no.,No,yes,False
boot,clothing,Is a boot a clothing? Answer only in yes or no.,Yes,yes,True
boot,toy,Is a boot a toy? Answer only in yes or no.,No,yes,False
boot,footwear,Is a boot a footwear? Answer only in yes or no.,Yes,yes,True
boot,headwear,Is a boot a headwear? Answer only in yes or no.,No,yes,False
bottle,container,Is a bottle a container? Answer only in yes or no.,Yes,yes,True
bottle,toy,Is a bottle a toy? Answer only in yes or no.,No,yes,False
bottle_opener,tool,Is a bottle opener a tool? Answer only in yes or no.,Yes,yes,True
bottle_opener,hardware,Is a bottle opener a hardware? Answer only in yes or no.,No,yes,False
bottle_opener,kitchen tool,Is a bottle opener a kitchen tool? Answer only in yes or no.,Yes,yes,True
bottle_opener,home decor,Is a bottle opener a home decor? Answer only in yes or no.,No,yes,False
bowl,container,Is a bowl a container? Answer only in yes or no.,Yes,yes,True
bowl,home appliance,Is a bowl a home appliance? Answer only in yes or no.,No,yes,False
bowler_hat,headwear,Is a bowler hat a headwear? Answer only in yes or no.,Yes,yes,True
bowler_hat,personal hygiene item,Is a bowler hat a personal hygiene item? Answer only in yes or no.,No,yes,False
bowler_hat,clothing,Is a bowler hat a clothing? Answer only in yes or no.,Yes,yes,True
bowler_hat,electronic device,Is a bowler hat an electronic device? Answer only in yes or no.,No,no,True
bowling_ball,sports equipment,Is a bowling ball a sports equipment? Answer only in yes or no.,Yes,yes,True
bowling_ball,seafood,Is a bowling ball a seafood? Answer only in yes or no.,No,no,True
bowtie,clothing accessory,Is a bowtie a clothing accessory? Answer only in yes or no.,Yes,yes,True
bowtie,insect,Is a bowtie an insect? Answer only in yes or no.,No,no,True
bowtie,clothing,Is a bowtie a clothing? Answer only in yes or no.,Yes,yes,True
bowtie,candy,Is a bowtie a candy? Answer only in yes or no.,No,no,True
box,container,Is a box a container? Answer only in yes or no.,Yes,yes,True
box,vehicle,Is a box a vehicle? Answer only in yes or no.,No,yes,False
boxer_shorts,clothing,Is a boxer shorts a clothing? Answer only in yes or no.,Yes,yes,True
boxer_shorts,drink,Is a boxer shorts a drink? Answer only in yes or no.,No,no,True
boxing_gloves,sports equipment,Is a boxing gloves a sports equipment? Answer only in yes or no.,Yes,yes,True
boxing_gloves,lighting,Is a boxing gloves a lighting? Answer only in yes or no.,No,no,True
bra,women's clothing,Is a bra a women's clothing? Answer only in yes or no.,Yes,yes,True
bra,personal hygiene item,Is a bra a personal hygiene item? Answer only in yes or no.,No,yes,False
bra,clothing,Is a bra a clothing? Answer only in yes or no.,Yes,yes,True
bra,kitchen appliance,Is a bra a kitchen appliance? Answer only in yes or no.,No,no,True
brace,medical equipment,Is a brace a medical equipment? Answer only in yes or no.,Yes,yes,True
brace,farm animal,Is a brace a farm animal? Answer only in yes or no.,No,no,True
bracelet1,clothing accessory,Is a bracelet1 a clothing accessory? Answer only in yes or no.,Yes,yes,True
bracelet1,animal,Is a bracelet1 an animal? Answer only in yes or no.,No,no,True
bracelet1,clothing,Is a bracelet1 a clothing? Answer only in yes or no.,Yes,no,False
bracelet1,construction equipment,Is a bracelet1 a construction equipment? Answer only in yes or no.,No,no,True
bracelet2,clothing accessory,Is a bracelet2 a clothing accessory? Answer only in yes or no.,Yes,yes,True
bracelet2,outerwear,Is a bracelet2 an outerwear? Answer only in yes or no.,No,no,True
bracelet2,jewelry,Is a bracelet2 a jewelry? Answer only in yes or no.,Yes,yes,True
bracelet2,sports equipment,Is a bracelet2 a sports equipment? Answer only in yes or no.,No,no,True
brass_knuckles,weapon,Is a brass knuckles a weapon? Answer only in yes or no.,Yes,yes,True
brass_knuckles,office supply,Is a brass knuckles an office supply? Answer only in yes or no.,No,no,True
bread,food,Is a bread a food? Answer only in yes or no.,Yes,yes,True
bread,watercraft,Is a bread a watercraft? Answer only in yes or no.,No,no,True
bread,breakfast food,Is a bread a breakfast food? Answer only in yes or no.,Yes,yes,True
bread,musical instrument,Is a bread a musical instrument? Answer only in yes or no.,No,yes,False
breadbox,container,Is a breadbox a container? Answer only in yes or no.,Yes,yes,True
breadbox,headwear,Is a breadbox a headwear? Answer only in yes or no.,No,no,True
breadstick,food,Is a breadstick a food? Answer only in yes or no.,Yes,yes,True
breadstick,arts and crafts supply,Is a breadstick an arts and crafts supply? Answer only in yes or no.,No,no,True
briefcase,container,Is a briefcase a container? Answer only in yes or no.,Yes,yes,True
briefcase,personal hygiene item,Is a briefcase a personal hygiene item? Answer only in yes or no.,No,no,True
brooch,clothing accessory,Is a brooch a clothing accessory? Answer only in yes or no.,Yes,yes,True
brooch,construction equipment,Is a brooch a construction equipment? Answer only in yes or no.,No,no,True
brooch,jewelry,Is a brooch a jewelry? Answer only in yes or no.,Yes,yes,True
brooch,headwear,Is a brooch a headwear? Answer only in yes or no.,No,no,True
broom,tool,Is a broom a tool? Answer only in yes or no.,Yes,yes,True
broom,office supply,Is a broom an office supply? Answer only in yes or no.,No,yes,False
brownie,food,Is a brownie a food? Answer only in yes or no.,Yes,yes,True
brownie,fruit,Is a brownie a fruit? Answer only in yes or no.,No,no,True
brownie,dessert,Is a brownie a dessert? Answer only in yes or no.,Yes,yes,True
brownie,plant,Is a brownie a plant? Answer only in yes or no.,No,no,True
brush,tool,Is a brush a tool? Answer only in yes or no.,Yes,yes,True
brush,personal hygiene item,Is a brush a personal hygiene item? Answer only in yes or no.,No,yes,False
brussels_sprouts,food,Is a brussels sprouts a food? Answer only in yes or no.,Yes,yes,True
brussels_sprouts,lighting,Is a brussels sprouts a lighting? Answer only in yes or no.,No,no,True
brussels_sprouts,vegetable,Is a brussels sprouts a vegetable? Answer only in yes or no.,Yes,yes,True
brussels_sprouts,toy,Is a brussels sprouts a toy? Answer only in yes or no.,No,no,True
bucket,container,Is a bucket a container? Answer only in yes or no.,Yes,yes,True
bucket,condiment,Is a bucket a condiment? Answer only in yes or no.,No,yes,False
buckle,clothing accessory,Is a buckle a clothing accessory? Answer only in yes or no.,Yes,yes,True
buckle,jewelry,Is a buckle a jewelry? Answer only in yes or no.,No,no,True
buckle,fastener,Is a buckle a fastener? Answer only in yes or no.,Yes,yes,True
buckle,drink,Is a buckle a drink? Answer only in yes or no.,No,no,True
bug,insect,Is a bug an insect? Answer only in yes or no.,Yes,yes,True
bug,women's clothing,Is a bug a women's clothing? Answer only in yes or no.,No,no,True
bug,animal,Is a bug an animal? Answer only in yes or no.,Yes,yes,True
bug,hardware,Is a bug a hardware? Answer only in yes or no.,No,yes,False
buggy,vehicle,Is a buggy a vehicle? Answer only in yes or no.,Yes,yes,True
buggy,sea animal,Is a buggy a sea animal? Answer only in yes or no.,No,no,True
bull,mammal,Is a bull a mammal? Answer only in yes or no.,Yes,yes,True
bull,outerwear,Is a bull an outerwear? Answer only in yes or no.,No,no,True
bull,animal,Is a bull an animal? Answer only in yes or no.,Yes,yes,True
bull,arts and crafts supply,Is a bull an arts and crafts supply? Answer only in yes or no.,No,no,True
bull,farm animal,Is a bull a farm animal? Answer only in yes or no.,Yes,yes,True
bull,women's clothing,Is a bull a women's clothing? Answer only in yes or no.,No,no,True
bulldozer,vehicle,Is a bulldozer a vehicle? Answer only in yes or no.,Yes,yes,True
bulldozer,outerwear,Is a bulldozer an outerwear? Answer only in yes or no.,No,no,True
bulldozer,construction equipment,Is a bulldozer a construction equipment? Answer only in yes or no.,Yes,yes,True
bulldozer,medical equipment,Is a bulldozer a medical equipment? Answer only in yes or no.,No,no,True
bullet,weapon,Is a bullet a weapon? Answer only in yes or no.,Yes,yes,True
bullet,kitchen appliance,Is a bullet a kitchen appliance? Answer only in yes or no.,No,no,True
bulletproof_vest,safety equipment,Is a bulletproof vest a safety equipment? Answer only in yes or no.,Yes,yes,True
bulletproof_vest,body part,Is a bulletproof vest a body part? Answer only in yes or no.,No,yes,False
bulletproof_vest,clothing,Is a bulletproof vest a clothing? Answer only in yes or no.,Yes,yes,True
bulletproof_vest,scientific equipment,Is a bulletproof vest a scientific equipment? Answer only in yes or no.,No,yes,False
bulletproof_vest,protective clothing,Is a bulletproof vest a protective clothing? Answer only in yes or no.,Yes,yes,True
bulletproof_vest,body part,Is a bulletproof vest a body part? Answer only in yes or no.,No,yes,False
bumper,part of car,Is a bumper a part of car? Answer only in yes or no.,Yes,yes,True
bumper,construction equipment,Is a bumper a construction equipment? Answer only in yes or no.,No,yes,False
bun,food,Is a bun a food? Answer only in yes or no.,Yes,yes,True
bun,electronic device,Is a bun an electronic device? Answer only in yes or no.,No,no,True
bunkbed,furniture,Is a bunkbed a furniture? Answer only in yes or no.,Yes,yes,True
bunkbed,women's clothing,Is a bunkbed a women's clothing? Answer only in yes or no.,No,no,True
burner,kitchen appliance,Is a burner a kitchen appliance? Answer only in yes or no.,Yes,yes,True
burner,sports equipment,Is a burner a sports equipment? Answer only in yes or no.,No,no,True
burrito,food,Is a burrito a food? Answer only in yes or no.,Yes,yes,True
burrito,mammal,Is a burrito a mammal? Answer only in yes or no.,No,no,True
bus,vehicle,Is a bus a vehicle? Answer only in yes or no.,Yes,yes,True
bus,footwear,Is a bus a footwear? Answer only in yes or no.,No,no,True
bush,plant,Is a bush a plant? Answer only in yes or no.,Yes,yes,True
bush,footwear,Is a bush a footwear? Answer only in yes or no.,No,yes,False
butter,food,Is a butter a food? Answer only in yes or no.,Yes,yes,True
butter,fruit,Is a butter a fruit? Answer only in yes or no.,No,no,True
butter,condiment,Is a butter a condiment? Answer only in yes or no.,Yes,yes,True
butter,home appliance,Is a butter a home appliance? Answer only in yes or no.,No,no,True
butterfly,insect,Is a butterfly an insect? Answer only in yes or no.,Yes,yes,True
butterfly,breakfast food,Is a butterfly a breakfast food? Answer only in yes or no.,No,no,True
butterfly,animal,Is a butterfly an animal? Answer only in yes or no.,Yes,yes,True
butterfly,lighting,Is a butterfly a lighting? Answer only in yes or no.,No,no,True
button1,arts and crafts supply,Is a button1 an arts and crafts supply? Answer only in yes or no.,Yes,yes,True
button1,sea animal,Is a button1 a sea animal? Answer only in yes or no.,No,no,True
button1,clothing accessory,Is a button1 a clothing accessory? Answer only in yes or no.,Yes,yes,True
button1,hardware,Is a button1 a hardware? Answer only in yes or no.,No,yes,False
button1,fastener,Is a button1 a fastener? Answer only in yes or no.,Yes,yes,True
button1,kitchen tool,Is a button1 a kitchen tool? Answer only in yes or no.,No,yes,False
button2,hardware,Is a button2 a hardware? Answer only in yes or no.,Yes,yes,True
button2,kitchen appliance,Is a button2 a kitchen appliance? Answer only in yes or no.,No,yes,False
cabbage,food,Is a cabbage a food? Answer only in yes or no.,Yes,yes,True
cabbage,arts and crafts supply,Is a cabbage an arts and crafts supply? Answer only in yes or no.,No,no,True
cabbage,vegetable,Is a cabbage a vegetable? Answer only in yes or no.,Yes,yes,True
cabbage,toy,Is a cabbage a toy? Answer only in yes or no.,No,yes,False
cabbage,plant,Is a cabbage a plant? Answer only in yes or no.,Yes,yes,True
cabbage,office supply,Is a cabbage an office supply? Answer only in yes or no.,No,no,True
cabinet,container,Is a cabinet a container? Answer only in yes or no.,Yes,yes,True
cabinet,vehicle,Is a cabinet a vehicle? Answer only in yes or no.,No,no,True
cabinet,furniture,Is a cabinet a furniture? Answer only in yes or no.,Yes,yes,True
cabinet,weapon,Is a cabinet a weapon? Answer only in yes or no.,No,yes,False
cable,hardware,Is a cable a hardware? Answer only in yes or no.,Yes,yes,True
cable,sports equipment,Is a cable a sports equipment? Answer only in yes or no.,No,yes,False
cactus,plant,Is a cactus a plant? Answer only in yes or no.,Yes,yes,True
cactus,construction equipment,Is a cactus a construction equipment? Answer only in yes or no.,No,no,True
